work_station_code,home_station_code,w_lng,w_lat,h_lng,h_lat,dis
16319,16331,117.4198303,40.65085983,116.7996216,40.65085983,0.035322854
16320,15961,117.4198303,40.65085983,116.7996216,40.65085983,1.381184781
16321,16420,117.4198303,40.65085983,116.7996216,40.65085983,0.384588478
16321,16413,117.4198303,40.65085983,116.7996216,40.65085983,0.374396204
16321,16413,117.4198303,40.65085983,116.7996216,40.65085983,0.374396204
16321,17267,117.4198303,40.65085983,116.7996216,40.65085983,3.857436024
16321,16420,117.4198303,40.65085983,116.7996216,40.65085983,0.384588478
16321,16673,117.4198303,40.65085983,116.7996216,40.65085983,1.350816068
16321,16153,117.4198303,40.65085983,116.7996216,40.65085983,0.667254214
16321,16413,117.4198303,40.65085983,116.7996216,40.65085983,0.374396204
16321,16411,117.4198303,40.65085983,116.7996216,40.65085983,0.363524445
16321,16413,117.4198303,40.65085983,116.7996216,40.65085983,0.374396204
16321,16420,117.4198303,40.65085983,116.7996216,40.65085983,0.384588478
16321,17328,117.4198303,40.65085983,116.7996216,40.65085983,4.210088709
16321,16153,117.4198303,40.65085983,116.7996216,40.65085983,0.667254214
16321,16420,117.4198303,40.65085983,116.7996216,40.65085983,0.384588478
16321,13425,117.4198303,40.65085983,116.7996216,40.65085983,7.159053364
16321,16153,117.4198303,40.65085983,116.7996216,40.65085983,0.667254214
16321,10944,117.4198303,40.65085983,116.7996216,40.65085983,10.79633627
16321,16244,117.4198303,40.65085983,116.7996216,40.65085983,0.381191053
16321,16420,117.4198303,40.65085983,116.7996216,40.65085983,0.384588478
16321,16413,117.4198303,40.65085983,116.7996216,40.65085983,0.374396204
16321,16843,117.4198303,40.65085983,116.7996216,40.65085983,2.003121613
16321,16268,117.4198303,40.65085983,116.7996216,40.65085983,0.292178526
16321,16492,117.4198303,40.65085983,116.7996216,40.65085983,0.65842091
16321,16413,117.4198303,40.65085983,116.7996216,40.65085983,0.374396204
16322,16299,117.4198303,40.65085983,116.7996216,40.65085983,0.128766173
16323,16112,117.4198303,40.65085983,116.7996216,40.65085983,0.843253119
16323,16225,117.4198303,40.65085983,116.7996216,40.65085983,0.445466511
16323,16374,117.4198303,40.65085983,116.7996216,40.65085983,0.208429285
16323,16225,117.4198303,40.65085983,116.7996216,40.65085983,0.445466511
16324,16706,117.4198303,40.65085983,116.7996216,40.65085983,1.449251985
16324,16156,117.4198303,40.65085983,116.7996216,40.65085983,0.664127199
16324,19067,117.4198303,40.65085983,116.7996216,40.65085983,13.5789201
16325,15898,117.4198303,40.65085983,116.7996216,40.65085983,1.580173379
16325,16279,117.4198303,40.65085983,116.7996216,40.65085983,0.255876482
16325,16279,117.4198303,40.65085983,116.7996216,40.65085983,0.255876482
16325,15692,117.4198303,40.65085983,116.7996216,40.65085983,2.323304013
16325,16072,117.4198303,40.65085983,116.7996216,40.65085983,0.97382778
16325,3671,117.4198303,40.65085983,116.7996216,40.65085983,23.52906744
16325,16279,117.4198303,40.65085983,116.7996216,40.65085983,0.255876482
16325,16466,117.4198303,40.65085983,116.7996216,40.65085983,0.564833723
16325,16146,117.4198303,40.65085983,116.7996216,40.65085983,0.698896667
16325,17632,117.4198303,40.65085983,116.7996216,40.65085983,5.753818227
16325,16279,117.4198303,40.65085983,116.7996216,40.65085983,0.255876482
16325,16072,117.4198303,40.65085983,116.7996216,40.65085983,0.97382778
16325,16311,117.4198303,40.65085983,116.7996216,40.65085983,0.075538004
16325,16279,117.4198303,40.65085983,116.7996216,40.65085983,0.255876482
16325,17571,117.4198303,40.65085983,116.7996216,40.65085983,5.436014192
16325,16530,117.4198303,40.65085983,116.7996216,40.65085983,0.796211393
16325,16279,117.4198303,40.65085983,116.7996216,40.65085983,0.255876482
16325,16112,117.4198303,40.65085983,116.7996216,40.65085983,0.843167449
16325,16279,117.4198303,40.65085983,116.7996216,40.65085983,0.255876482
16325,16530,117.4198303,40.65085983,116.7996216,40.65085983,0.796211393
16325,16585,117.4198303,40.65085983,116.7996216,40.65085983,0.951370536
16325,16269,117.4198303,40.65085983,116.7996216,40.65085983,0.2926247
16325,16279,117.4198303,40.65085983,116.7996216,40.65085983,0.255876482
16325,15541,117.4198303,40.65085983,116.7996216,40.65085983,2.711882393
16325,16279,117.4198303,40.65085983,116.7996216,40.65085983,0.255876482
16325,16537,117.4198303,40.65085983,116.7996216,40.65085983,0.815266024
16325,13907,117.4198303,40.65085983,116.7996216,40.65085983,6.411883541
16325,16035,117.4198303,40.65085983,116.7996216,40.65085983,1.100404976
16325,10015,117.4198303,40.65085983,116.7996216,40.65085983,12.19224215
16325,15970,117.4198303,40.65085983,116.7996216,40.65085983,1.353559368
16325,15386,117.4198303,40.65085983,116.7996216,40.65085983,3.105224432
16325,16482,117.4198303,40.65085983,116.7996216,40.65085983,0.618595005
16325,16297,117.4198303,40.65085983,116.7996216,40.65085983,0.155839666
16325,16279,117.4198303,40.65085983,116.7996216,40.65085983,0.255876482
16325,16279,117.4198303,40.65085983,116.7996216,40.65085983,0.255876482
16326,16208,117.4198303,40.65085983,116.7996216,40.65085983,0.484972883
16326,16222,117.4198303,40.65085983,116.7996216,40.65085983,0.457727215
16326,16208,117.4198303,40.65085983,116.7996216,40.65085983,0.484972883
16331,13561,117.4198303,40.65085983,116.7996216,40.65085983,6.923195893
16331,16117,117.4198303,40.65085983,116.7996216,40.65085983,0.826680671
16331,16319,117.4198303,40.65085983,116.7996216,40.65085983,0.035322428
16331,16153,117.4198303,40.65085983,116.7996216,40.65085983,0.692863011
16331,14277,117.4198303,40.65085983,116.7996216,40.65085983,5.760272878
16331,16319,117.4198303,40.65085983,116.7996216,40.65085983,0.035322428
16331,16536,117.4198303,40.65085983,116.7996216,40.65085983,0.794075353
16331,8990,117.4198303,40.65085983,116.7996216,40.65085983,14.22746644
16331,17622,117.4198303,40.65085983,116.7996216,40.65085983,5.678759583
16331,16355,117.4198303,40.65085983,116.7996216,40.65085983,0.08830607
16331,16319,117.4198303,40.65085983,116.7996216,40.65085983,0.035322428
16332,16524,117.4198303,40.65085983,116.7996216,40.65085983,0.752286356
16332,16524,117.4198303,40.65085983,116.7996216,40.65085983,0.752286356
16332,15251,117.4198303,40.65085983,116.7996216,40.65085983,3.496198269
16332,16665,117.4198303,40.65085983,116.7996216,40.65085983,1.270543143
16332,15666,117.4198303,40.65085983,116.7996216,40.65085983,2.384388226
16332,16524,117.4198303,40.65085983,116.7996216,40.65085983,0.752286356
16332,16436,117.4198303,40.65085983,116.7996216,40.65085983,0.430750078
16332,16524,117.4198303,40.65085983,116.7996216,40.65085983,0.752286356
16332,16384,117.4198303,40.65085983,116.7996216,40.65085983,0.233351223
16332,16450,117.4198303,40.65085983,116.7996216,40.65085983,0.480269378
16332,16384,117.4198303,40.65085983,116.7996216,40.65085983,0.233351223
16333,14245,117.4198303,40.65085983,116.7996216,40.65085983,5.851143263
16333,16331,117.4198303,40.65085983,116.7996216,40.65085983,0.008833453
16333,16684,117.4198303,40.65085983,116.7996216,40.65085983,1.359672241
16333,16420,117.4198303,40.65085983,116.7996216,40.65085983,0.349940632
16333,19674,117.4198303,40.65085983,116.7996216,40.65085983,20.93664223
16333,16321,117.4198303,40.65085983,116.7996216,40.65085983,0.034654315
16333,16673,117.4198303,40.65085983,116.7996216,40.65085983,1.316184473
16333,16492,117.4198303,40.65085983,116.7996216,40.65085983,0.62377767
16335,16215,117.4198303,40.65085983,116.7996216,40.65085983,0.496074411
16335,16155,117.4198303,40.65085983,116.7996216,40.65085983,0.694504176
16335,16285,117.4198303,40.65085983,116.7996216,40.65085983,0.246678098
16335,16411,117.4198303,40.65085983,116.7996216,40.65085983,0.324826806
16335,17699,117.4198303,40.65085983,116.7996216,40.65085983,6.186659506
16337,16723,117.4198303,40.65085983,116.7996216,40.65085983,1.460324
16337,16541,117.4198303,40.65085983,116.7996216,40.65085983,0.78002339
16337,16579,117.4198303,40.65085983,116.7996216,40.65085983,0.890674694
16337,17103,117.4198303,40.65085983,116.7996216,40.65085983,2.869420544
16337,19214,117.4198303,40.65085983,116.7996216,40.65085983,14.644905
16339,15470,117.4198303,40.65085983,116.7996216,40.65085983,2.942698049
16339,14545,117.4198303,40.65085983,116.7996216,40.65085983,5.21237192
16339,16460,117.4198303,40.65085983,116.7996216,40.65085983,0.477432894
16339,16523,117.4198303,40.65085983,116.7996216,40.65085983,0.717168045
16339,16245,117.4198303,40.65085983,116.7996216,40.65085983,0.445513483
16339,16523,117.4198303,40.65085983,116.7996216,40.65085983,0.717168045
16339,16523,117.4198303,40.65085983,116.7996216,40.65085983,0.717168045
16339,16486,117.4198303,40.65085983,116.7996216,40.65085983,0.568437172
16339,16449,117.4198303,40.65085983,116.7996216,40.65085983,0.444834346
16339,16523,117.4198303,40.65085983,116.7996216,40.65085983,0.717168045
16339,15789,117.4198303,40.65085983,116.7996216,40.65085983,2.02790131
16339,12403,117.4198303,40.65085983,116.7996216,40.65085983,8.849826513
16339,16343,117.4198303,40.65085983,116.7996216,40.65085983,0.0074705
16340,16678,117.4198303,40.65085983,116.7996216,40.65085983,1.292642657
16342,16745,117.4198303,40.65085983,116.7996216,40.65085983,1.518158693
16342,14111,117.4198303,40.65085983,116.7996216,40.65085983,6.151030933
16343,16395,117.4198303,40.65085983,116.7996216,40.65085983,0.230225772
16343,16249,117.4198303,40.65085983,116.7996216,40.65085983,0.437361053
16343,16980,117.4198303,40.65085983,116.7996216,40.65085983,2.384432696
16343,16331,117.4198303,40.65085983,116.7996216,40.65085983,0.046180981
16343,16249,117.4198303,40.65085983,116.7996216,40.65085983,0.437361053
16343,16486,117.4198303,40.65085983,116.7996216,40.65085983,0.560963089
16343,4079,117.4198303,40.65085983,116.7996216,40.65085983,22.53360207
16343,16395,117.4198303,40.65085983,116.7996216,40.65085983,0.230225772
16343,16486,117.4198303,40.65085983,116.7996216,40.65085983,0.560963089
16343,16249,117.4198303,40.65085983,116.7996216,40.65085983,0.437361053
16343,16486,117.4198303,40.65085983,116.7996216,40.65085983,0.560963089
16343,16249,117.4198303,40.65085983,116.7996216,40.65085983,0.437361053
16344,16396,117.4198303,40.65085983,116.7996216,40.65085983,0.230435577
16344,16365,117.4198303,40.65085983,116.7996216,40.65085983,0.083794755
16344,16984,117.4198303,40.65085983,116.7996216,40.65085983,2.377338297
16345,16311,117.4198303,40.65085983,116.7996216,40.65085983,0.144979005
16345,14199,117.4198303,40.65085983,116.7996216,40.65085983,6.011523819
16345,16530,117.4198303,40.65085983,116.7996216,40.65085983,0.726936984
16345,15970,117.4198303,40.65085983,116.7996216,40.65085983,1.4232446
16345,15870,117.4198303,40.65085983,116.7996216,40.65085983,1.745873935
16345,11140,117.4198303,40.65085983,116.7996216,40.65085983,10.64540676
16345,16599,117.4198303,40.65085983,116.7996216,40.65085983,0.959039522
16345,15935,117.4198303,40.65085983,116.7996216,40.65085983,1.550526637
16345,16482,117.4198303,40.65085983,116.7996216,40.65085983,0.549286653
16345,16269,117.4198303,40.65085983,116.7996216,40.65085983,0.362107187
16345,16481,117.4198303,40.65085983,116.7996216,40.65085983,0.549286653
16345,16346,117.4198303,40.65085983,116.7996216,40.65085983,0.000680653
16345,16269,117.4198303,40.65085983,116.7996216,40.65085983,0.362107187
16345,16481,117.4198303,40.65085983,116.7996216,40.65085983,0.549286653
16345,15190,117.4198303,40.65085983,116.7996216,40.65085983,3.67960799
16345,15898,117.4198303,40.65085983,116.7996216,40.65085983,1.649901918
16345,15316,117.4198303,40.65085983,116.7996216,40.65085983,3.369911054
16345,16167,117.4198303,40.65085983,116.7996216,40.65085983,0.684736522
16345,16496,117.4198303,40.65085983,116.7996216,40.65085983,0.594890378
16345,15650,117.4198303,40.65085983,116.7996216,40.65085983,2.485062666
16345,13480,117.4198303,40.65085983,116.7996216,40.65085983,7.156381502
16346,16165,117.4198303,40.65085983,116.7996216,40.65085983,0.701752999
16346,16040,117.4198303,40.65085983,116.7996216,40.65085983,1.153706434
16346,15489,117.4198303,40.65085983,116.7996216,40.65085983,2.933613412
16346,16297,117.4198303,40.65085983,116.7996216,40.65085983,0.225976718
16346,16269,117.4198303,40.65085983,116.7996216,40.65085983,0.362787923
16346,16146,117.4198303,40.65085983,116.7996216,40.65085983,0.769137623
16346,17268,117.4198303,40.65085983,116.7996216,40.65085983,3.787151977
16346,17033,117.4198303,40.65085983,116.7996216,40.65085983,2.562657655
16346,16269,117.4198303,40.65085983,116.7996216,40.65085983,0.362787923
16346,16109,117.4198303,40.65085983,116.7996216,40.65085983,0.929091022
16346,16482,117.4198303,40.65085983,116.7996216,40.65085983,0.548606128
16346,16146,117.4198303,40.65085983,116.7996216,40.65085983,0.769137623
16346,14993,117.4198303,40.65085983,116.7996216,40.65085983,4.203030816
16346,17665,117.4198303,40.65085983,116.7996216,40.65085983,5.861781601
16346,15163,117.4198303,40.65085983,116.7996216,40.65085983,3.7680937
16346,16345,117.4198303,40.65085983,116.7996216,40.65085983,0.000680653
16346,16482,117.4198303,40.65085983,116.7996216,40.65085983,0.548606128
16346,17042,117.4198303,40.65085983,116.7996216,40.65085983,2.604858127
16346,19243,117.4198303,40.65085983,116.7996216,40.65085983,14.76744236
16346,16279,117.4198303,40.65085983,116.7996216,40.65085983,0.326032674
16346,16203,117.4198303,40.65085983,116.7996216,40.65085983,0.570387016
16346,16269,117.4198303,40.65085983,116.7996216,40.65085983,0.362787923
16347,14708,117.4198303,40.65085983,116.7996216,40.65085983,4.909547249
16347,17116,117.4198303,40.65085983,116.7996216,40.65085983,2.878479872
16347,16530,117.4198303,40.65085983,116.7996216,40.65085983,0.726256331
16347,13859,117.4198303,40.65085983,116.7996216,40.65085983,6.552642641
16347,16297,117.4198303,40.65085983,116.7996216,40.65085983,0.225976665
16347,16789,117.4198303,40.65085983,116.7996216,40.65085983,1.6975476
16347,15425,117.4198303,40.65085983,116.7996216,40.65085983,3.082675654
16347,16744,117.4198303,40.65085983,116.7996216,40.65085983,1.503561607
16348,16980,117.4198303,40.65085983,116.7996216,40.65085983,2.367422206
16348,16773,117.4198303,40.65085983,116.7996216,40.65085983,1.606780104
16349,16564,117.4198303,40.65085983,116.7996216,40.65085983,0.811652912
16349,18520,117.4198303,40.65085983,116.7996216,40.65085983,10.64872414
16349,19917,117.4198303,40.65085983,116.7996216,40.65085983,26.17141727
16349,16564,117.4198303,40.65085983,116.7996216,40.65085983,0.811652912
16350,16446,117.4198303,40.65085983,116.7996216,40.65085983,0.400380916
16350,16649,117.4198303,40.65085983,116.7996216,40.65085983,1.118352119
16350,16486,117.4198303,40.65085983,116.7996216,40.65085983,0.542889378
16350,16215,117.4198303,40.65085983,116.7996216,40.65085983,0.546282437
16350,17637,117.4198303,40.65085983,116.7996216,40.65085983,5.661657603
16350,16939,117.4198303,40.65085983,116.7996216,40.65085983,2.247562026
16350,16534,117.4198303,40.65085983,116.7996216,40.65085983,0.720007038
16350,16954,117.4198303,40.65085983,116.7996216,40.65085983,2.297100682
16351,17146,117.4198303,40.65085983,116.7996216,40.65085983,3.025146214
16351,16355,117.4198303,40.65085983,116.7996216,40.65085983,0.007472852
16352,16168,117.4198303,40.65085983,116.7996216,40.65085983,0.720061827
16352,16306,117.4198303,40.65085983,116.7996216,40.65085983,0.203881142
16352,14509,117.4198303,40.65085983,116.7996216,40.65085983,5.36296048
16353,16289,117.4198303,40.65085983,116.7996216,40.65085983,0.300649534
16353,16599,117.4198303,40.65085983,116.7996216,40.65085983,0.925127932
16353,16405,117.4198303,40.65085983,116.7996216,40.65085983,0.230429802
16353,16693,117.4198303,40.65085983,116.7996216,40.65085983,1.310313844
16353,16668,117.4198303,40.65085983,116.7996216,40.65085983,1.197144178
16353,16289,117.4198303,40.65085983,116.7996216,40.65085983,0.300649534
16353,16592,117.4198303,40.65085983,116.7996216,40.65085983,0.902630348
16354,17535,117.4198303,40.65085983,116.7996216,40.65085983,5.145116094
16355,16536,117.4198303,40.65085983,116.7996216,40.65085983,0.705849392
16355,16117,117.4198303,40.65085983,116.7996216,40.65085983,0.915090597
16355,16319,117.4198303,40.65085983,116.7996216,40.65085983,0.123642531
16355,7822,117.4198303,40.65085983,116.7996216,40.65085983,16.23861214
16356,15103,117.4198303,40.65085983,116.7996216,40.65085983,3.955912702
16357,16315,117.4198303,40.65085983,116.7996216,40.65085983,0.147103561
16357,3831,117.4198303,40.65085983,116.7996216,40.65085983,23.20218154
16357,16591,117.4198303,40.65085983,116.7996216,40.65085983,0.88738861
16357,16366,117.4198303,40.65085983,116.7996216,40.65085983,0.05993108
16357,16214,117.4198303,40.65085983,116.7996216,40.65085983,0.579560788
16357,15940,117.4198303,40.65085983,116.7996216,40.65085983,1.584768454
16357,16297,117.4198303,40.65085983,116.7996216,40.65085983,0.265603651
16359,16745,117.4198303,40.65085983,116.7996216,40.65085983,1.465420914
